"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
" 2010/06/01","32,260,789","478,974,441","15.00","15.00","14.70","14.80","-0.30","5,462",
" 2010/06/02","52,311,215","759,782,451","14.35","14.75","14.35","14.40","-0.40","7,294",
" 2010/06/03","40,879,641","607,505,096","14.80","14.95","14.65","14.90","+0.50","5,944",
" 2010/06/04","36,327,772","537,673,572","15.00","15.00","14.65","14.65","-0.25","6,638",
" 2010/06/07","46,941,376","668,183,572","14.10","14.25","14.00","14.20","-0.45","6,230",
" 2010/06/08","66,298,715","928,995,660","14.05","14.15","13.95","14.00","-0.20","10,410",
" 2010/06/09","83,426,834","1,156,817,367","13.90","14.05","13.75","13.80","-0.20","10,272",
" 2010/06/10","26,406,169","368,423,445","14.00","14.05","13.85","13.95","+0.15","3,968",
" 2010/06/11","27,573,452","394,775,834","14.50","14.50","14.20","14.30","+0.35","5,386",
" 2010/06/14","25,756,960","372,344,123","14.40","14.55","14.35","14.55","+0.25","5,160",
" 2010/06/15","32,458,560","475,084,665","14.55","14.80","14.45","14.70","+0.15","5,872",
" 2010/06/17","107,752,452","1,628,399,730","15.05","15.30","14.95","15.00","+0.30","18,158",
" 2010/06/18","41,579,735","618,420,789","15.05","15.05","14.75","14.95","-0.05","5,662",
" 2010/06/21","67,706,346","1,020,471,350","15.10","15.20","14.95","15.05","+0.10","9,494",
" 2010/06/22","29,516,077","443,912,771","15.10","15.15","14.95","14.95","-0.10","4,730",
" 2010/06/23","15,397,317","228,526,039","14.95","14.95","14.80","14.80","-0.15","3,101",
" 2010/06/24","34,260,061","503,281,960","14.85","14.90","14.55","14.60","-0.20","7,990",
" 2010/06/25","31,658,816","454,944,252","14.40","14.45","14.30","14.35","-0.25","6,326",
" 2010/06/28","21,229,718","305,979,063","14.50","14.55","14.35","14.40","+0.05","3,763",
" 2010/06/29","25,428,131","366,752,564","14.50","14.60","14.25","14.25","-0.15","4,972",
" 2010/06/30","49,595,499","704,552,441","14.00","14.45","13.95","14.35","+0.10","6,689",
