"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2014/12/01","6,046,990","558,460,438","92.20","92.60","92.10","92.40","-0.60","2,841",
"2014/12/02","5,358,669","493,639,764","92.30","92.40","92.00","92.20","-0.20","2,694",
"2014/12/03","4,154,488","384,100,351","92.60","92.80","92.00","92.70","+0.50","2,289",
"2014/12/04","4,418,215","410,288,511","92.80","93.10","92.70","92.80","+0.10","1,817",
"2014/12/05","3,740,160","346,512,182","93.00","93.00","92.20","92.80"," 0.00","1,693",
"2014/12/08","2,988,590","277,550,865","92.90","93.00","92.50","93.00","+0.20","1,372",
"2014/12/09","3,897,502","361,051,197","93.00","93.00","92.20","92.70","-0.30","1,838",
"2014/12/10","4,953,314","456,654,227","92.40","92.50","92.00","92.10","-0.60","2,832",
"2014/12/11","4,166,580","383,427,394","92.20","92.40","91.80","91.80","-0.30","2,386",
"2014/12/12","3,694,067","339,905,749","92.10","92.40","91.80","91.90","+0.10","1,866",
"2014/12/15","5,844,666","535,048,972","91.70","91.80","91.20","91.60","-0.30","2,810",
"2014/12/16","4,152,360","382,265,262","91.60","92.40","91.60","92.00","+0.40","1,740",
"2014/12/17","8,867,308","815,130,936","92.40","92.40","91.70","91.80","-0.20","3,406",
"2014/12/18","6,490,462","595,632,304","91.80","92.00","91.50","92.00","+0.20","2,413",
"2014/12/19","6,016,791","555,481,746","92.50","92.50","92.10","92.50","+0.50","2,057",
"2014/12/22","4,185,999","386,832,774","92.50","92.60","92.00","92.60","+0.10","1,613",
"2014/12/23","3,878,030","358,421,444","92.60","92.80","92.00","92.00","-0.60","1,692",
"2014/12/24","4,497,290","417,480,005","92.30","93.00","92.30","93.00","+1.00","2,479",
"2014/12/25","987,653","91,678,905","93.00","93.00","92.60","92.90","-0.10","783",
"2014/12/26","1,560,942","144,876,274","93.00","93.00","92.40","93.00","+0.10","924",
"2014/12/27","504,413","46,824,005","93.00","93.00","92.70","92.80","-0.20","361",
"2014/12/29","5,218,214","486,054,702","93.00","93.30","92.60","93.20","+0.40","2,731",
"2014/12/30","5,656,594","528,071,702","93.20","93.50","93.20","93.20"," 0.00","2,243",
"2014/12/31","5,606,841","525,330,608","93.30","94.00","93.20","94.00","+0.80","2,582",
