"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2014/03/03","20,135,851","410,727,089","20.40","20.55","20.20","20.50"," 0.00","7,235",
"2014/03/04","14,611,924","295,236,850","20.30","20.40","20.05","20.10","-0.40","4,515",
"2014/03/05","16,877,208","340,939,209","20.30","20.40","20.15","20.15","+0.05","2,793",
"2014/03/06","22,127,115","448,660,437","20.40","20.45","20.15","20.30","+0.15","4,331",
"2014/03/07","26,904,413","551,230,391","20.40","20.65","20.35","20.40","+0.10","4,871",
"2014/03/10","13,206,667","267,245,967","20.40","20.40","20.15","20.15","-0.25","2,651",
"2014/03/11","10,291,967","208,362,413","20.20","20.30","20.15","20.30","+0.15","2,034",
"2014/03/12","31,003,366","616,484,333","20.15","20.20","19.65","19.80","-0.50","8,134",
"2014/03/13","16,807,236","334,818,920","19.90","20.05","19.80","20.00","+0.20","4,087",
"2014/03/14","8,348,927","166,508,668","20.00","20.05","19.85","19.90","-0.10","2,320",
"2014/03/17","5,396,769","107,403,614","19.90","20.00","19.80","19.90"," 0.00","1,646",
"2014/03/18","12,444,914","249,087,162","20.00","20.20","19.80","20.00","+0.10","2,743",
"2014/03/19","11,599,922","235,504,084","20.15","20.50","20.10","20.50","+0.50","3,831",
"2014/03/20","13,195,622","265,992,435","20.45","20.45","20.05","20.15","-0.35","3,853",
"2014/03/21","16,168,933","322,027,800","20.20","20.30","19.80","19.80","-0.35","4,058",
"2014/03/24","10,796,812","212,502,992","19.60","19.80","19.60","19.80"," 0.00","3,544",
"2014/03/25","9,008,942","179,436,565","19.75","20.00","19.70","19.90","+0.10","2,208",
"2014/03/26","6,956,253","139,683,060","20.10","20.15","19.95","20.05","+0.15","2,046",
"2014/03/27","13,498,281","273,724,159","20.05","20.50","20.05","20.50","+0.45","3,824",
"2014/03/28","69,458,616","1,492,767,805","20.85","21.90","20.80","21.90","+1.40","14,764",
"2014/03/31","53,371,645","1,170,099,996","22.25","22.40","21.50","21.60","-0.30","10,781",
