"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
" 2010/01/04","3,438,540","323,029,609","94.50","95.00","93.30","93.50","-1.00","1,767",
" 2010/01/05","5,550,830","510,151,630","93.90","94.50","90.60","91.00","-2.50","3,038",
" 2010/01/06","7,437,021","673,467,170","91.00","91.90","89.40","90.70","-0.30","3,595",
" 2010/01/07","5,728,066","518,008,895","90.70","91.80","89.80","89.90","-0.80","3,152",
" 2010/01/08","4,353,117","391,457,573","90.00","90.80","89.10","90.50","+0.60","2,359",
" 2010/01/11","12,782,714","1,200,105,760","91.80","95.40","91.30","94.50","+4.00","5,905",
" 2010/01/12","7,136,929","671,587,326","94.30","94.90","93.60","94.00","-0.50","2,607",
" 2010/01/13","5,338,689","502,366,726","93.80","95.30","93.10","93.10","-0.90","2,571",
" 2010/01/14","5,460,526","514,196,671","93.30","94.60","93.10","94.30","+1.20","2,678",
" 2010/01/15","13,489,892","1,309,366,049","94.40","99.00","94.40","96.50","+2.20","6,044",
" 2010/01/18","13,280,945","1,315,363,952","96.50","100.50","96.50","100.00","+3.50","5,419",
" 2010/01/19","8,017,109","781,090,964","100.00","100.50","96.00","96.00","-4.00","3,736",
" 2010/01/20","7,648,547","726,454,028","96.00","96.50","93.80","94.70","-1.30","3,844",
" 2010/01/21","6,435,224","605,765,832","94.70","95.40","93.00","93.00","-1.70","2,882",
" 2010/01/22","8,949,546","816,111,363","92.40","93.50","89.50","89.70","-3.30","4,540",
" 2010/01/25","4,003,801","360,933,559","89.50","91.50","89.10","89.10","-0.60","2,311",
" 2010/01/26","9,750,936","833,052,138","89.50","90.10","82.90","83.50","-5.60","4,956",
" 2010/01/27","5,442,330","464,836,401","84.00","86.60","83.50","85.20","+1.70","3,004",
" 2010/01/28","7,839,329","678,723,085","86.60","88.50","84.00","87.10","+1.90","3,663",
" 2010/01/29","5,559,944","480,054,575","85.20","88.70","84.60","87.80","+0.70","2,847",
